filename,chromosome,window_pos_1,window_pos_2,sk_allel_avg_watterson_theta,exp_pi,sk_allel_tajima_d,sk_allel_no_sites
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_7400,1,1,10000,0.0257685171459077,0.04,1.16193307758838,7400
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_7500,1,1,10000,0.026599136514179,0.04,1.06142680110744,7500
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_7600,1,1,10000,0.0258264673343917,0.04,1.11785467908466,7600
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_7700,1,1,10000,0.0271206882105355,0.04,1.14874874918774,7700
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_7800,1,1,10000,0.0271979551285142,0.04,1.14368257461906,7800
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_7900,1,1,10000,0.027333172234977,0.04,1.06112471298679,7900
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_8000,1,1,10000,0.0278740406608282,0.04,1.21947122694605,8000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_800,1,1,10000,0.00307135998965466,0.04,1.22854475693261,800
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_8100,1,1,10000,0.028492176004658,0.04,1.16100596464331,8100
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_8200,1,1,10000,0.0279899410377963,0.04,1.21043447714372,8200
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_8300,1,1,10000,0.0290330444305092,0.04,1.22036087789735,8300
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_8400,1,1,10000,0.0290137277010145,0.04,1.10146795696428,8400
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_8500,1,1,10000,0.0298250303397912,0.04,1.14146621826132,8500
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_8600,1,1,10000,0.0295352793973709,0.04,1.13809076348833,8600
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_8700,1,1,10000,0.0304817991426104,0.04,1.10072723943421,8700
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_8800,1,1,10000,0.0312351515929031,0.04,1.14238646403229,8800
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_8900,1,1,10000,0.0305783827900838,0.04,1.12683744849942,8900
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_9000,1,1,10000,0.0309260839209881,0.04,1.17460966762369,9000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_900,1,1,10000,0.00330316074359086,0.04,1.49906207652266,900
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_9100,1,1,10000,0.0317180698302702,0.04,1.14931469735137,9100
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_9200,1,1,10000,0.0321044044201638,0.04,1.13379389221372,9200
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_9300,1,1,10000,0.0324714222805628,0.04,1.14844193380393,9300
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_9400,1,1,10000,0.0325293724690469,0.04,1.14183034945885,9400
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_9500,1,1,10000,0.0327225397639937,0.04,1.1797229220539,9500
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_9600,1,1,10000,0.0333406751078236,0.04,1.13362000274227,9600
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_9700,1,1,10000,0.0337463264272119,0.04,1.1382120790742,9700
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_9800,1,1,10000,0.0340940275581162,0.04,1.14757319684823,9800
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar.missing_9900,1,1,10000,0.0345189956069992,0.04,1.1497805402359,9900
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.01,1,1,10000,0.0346735294429567,0.04,1.15754848449169,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.02,1,1,10000,0.034654212713462,0.04,1.16305324381186,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.03,1,1,10000,0.0346155792544727,0.04,1.16873237765535,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.04,1,1,10000,0.0345576290659886,0.04,1.17274359277336,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.05,1,1,10000,0.0346155792544727,0.04,1.17029380111604,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.06,1,1,10000,0.0345189956069992,0.04,1.18048499854292,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.07,1,1,10000,0.0343644617710418,0.04,1.19980129452321,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.08,1,1,10000,0.0343258283120524,0.04,1.20872309505405,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.09,1,1,10000,0.0342099279350843,0.04,1.22686842480897,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.1,1,1,10000,0.0343258283120524,0.04,1.20534859350358,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.11,1,1,10000,0.034229244664579,0.04,1.21437220363267,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.12,1,1,10000,0.0339394937221587,0.04,1.25143111825805,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.13,1,1,10000,0.0340167606401375,0.04,1.24148561686146,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.14,1,1,10000,0.0340167606401375,0.04,1.24588076931791,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.15,1,1,10000,0.0338235933451906,0.04,1.27781853164997,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.16,1,1,10000,0.0339781271811481,0.04,1.25011554889511,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.17,1,1,10000,0.0339179823945262,0.04,1.25416557300082,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.18,1,1,10000,0.0338016256796222,0.04,1.27548407896686,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.19,1,1,10000,0.0335145256732757,0.04,1.32242189737717,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.2,1,1,10000,0.0336111093207491,0.04,1.30288055523374,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.21,1,1,10000,0.0338601362634477,0.04,1.26936221123276,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.22,1,1,10000,0.0334123023738219,0.04,1.33097317257255,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.23,1,1,10000,0.0336076978214488,0.04,1.30838472849153,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.24,1,1,10000,0.0338047201873811,0.04,1.28313133992278,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.25,1,1,10000,0.0335301266781794,0.04,1.32972290364547,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.26,1,1,10000,0.0335114461545235,0.04,1.33477004064845,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.27,1,1,10000,0.03337458493919,0.04,1.35369258966418,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.28,1,1,10000,0.0334377222641068,0.04,1.34430735884159,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.29,1,1,10000,0.0334966260614012,0.04,1.33496223244786,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.3,1,1,10000,0.033335481734809,0.04,1.35715275972555,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.31,1,1,10000,0.0331824724758312,0.04,1.36994049492737,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.32,1,1,10000,0.0334453941656273,0.04,1.335004448023,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.33,1,1,10000,0.0330707110941964,0.04,1.37437421482243,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.34,1,1,10000,0.0331693119024677,0.04,1.37997156183335,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.35,1,1,10000,0.0330707110941964,0.04,1.3849711001187,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.36,1,1,10000,0.0330312707708879,0.04,1.39469670249134,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.37,1,1,10000,0.0330602739954554,0.04,1.41910621163304,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.38,1,1,10000,0.03318959130704,0.04,1.39320142726153,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.39,1,1,10000,0.0330096477397126,0.04,1.40701263747447,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.4,1,1,10000,0.0326565876994569,0.04,1.45725953080324,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.41,1,1,10000,0.0328541838388513,0.04,1.44275986447333,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.42,1,1,10000,0.0333095536852582,0.04,1.38360674695176,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.43,1,1,10000,0.0327697229832762,0.04,1.42342688759407,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.44,1,1,10000,0.0324698170377307,0.04,1.50147413765349,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.45,1,1,10000,0.0330945038142904,0.04,1.41288900859237,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.46,1,1,10000,0.0325297982268398,0.04,1.47960677780489,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.47,1,1,10000,0.0326078624688627,0.04,1.47029128572296,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.48,1,1,10000,0.0327379226770358,0.04,1.45911280424806,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.49,1,1,10000,0.0323675958598582,0.04,1.52488590084173,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.5,1,1,10000,0.0325452718837218,0.04,1.48270519098185,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.51,1,1,10000,0.0329502045709805,0.04,1.44489115243838,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.52,1,1,10000,0.0326631737834924,0.04,1.50394401858973,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.53,1,1,10000,0.0321910778156092,0.04,1.56867147883743,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.54,1,1,10000,0.0320884412600084,0.04,1.55000008699464,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.55,1,1,10000,0.0322917668800794,0.04,1.56552637736013,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.56,1,1,10000,0.031969940507058,0.04,1.57844726980773,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.57,1,1,10000,0.0322950945535467,0.04,1.53359440420259,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.58,1,1,10000,0.032554629164274,0.04,1.53902987303275,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.59,1,1,10000,0.0315894176802687,0.04,1.67315812779596,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.6,1,1,10000,0.031981095097388,0.04,1.58249126961397,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.61,1,1,10000,0.0318655318182694,0.04,1.62341563013895,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.62,1,1,10000,0.03167759617845,0.04,1.65944553491956,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.63,1,1,10000,0.0326675302436515,0.04,1.54470366021745,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.64,1,1,10000,0.0318582954657775,0.04,1.64364800693048,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.65,1,1,10000,0.0321080042049173,0.04,1.64436595140947,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.66,1,1,10000,0.0319769239355971,0.04,1.60073524366881,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.67,1,1,10000,0.0315265447252366,0.04,1.68000880249938,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.68,1,1,10000,0.0322779250290976,0.04,1.57865020297503,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.69,1,1,10000,0.0313727856842137,0.04,1.71250632468299,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.7,1,1,10000,0.0315469579850282,0.04,1.66584057058011,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.71,1,1,10000,0.0308087825244265,0.04,1.81310966721508,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.72,1,1,10000,0.0314718268338333,0.04,1.69060435176079,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.73,1,1,10000,0.0309231548179018,0.04,1.80499766375766,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.74,1,1,10000,0.0309684108920253,0.04,1.80074685070601,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.75,1,1,10000,0.0316392936967642,0.04,1.75404296677059,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.76,1,1,10000,0.0316076294274325,0.04,1.78258738519034,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.77,1,1,10000,0.031658348286576,0.04,1.73445591842606,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.78,1,1,10000,0.031448339718295,0.04,1.77600981462664,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.79,1,1,10000,0.0303105560815983,0.04,1.95318234964541,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.8,1,1,10000,0.0307617066139714,0.04,1.85748106716362,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.81,1,1,10000,0.0303708628079643,0.04,1.95683579615938,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.82,1,1,10000,0.0298604481270013,0.04,2.05583484421902,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.83,1,1,10000,0.0297036400233946,0.04,2.12779516060977,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.84,1,1,10000,0.0288764600202901,0.04,2.26645832939236,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.85,1,1,10000,0.0300118187428844,0.04,2.09680240396833,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.86,1,1,10000,0.0294233500373524,0.04,2.24338039744214,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.87,1,1,10000,0.0296510233172371,0.04,2.15431115403987,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.88,1,1,10000,0.0284838557327228,0.04,2.34566023015422,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.89,1,1,10000,0.0283748269958822,0.04,2.36582757548637,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.9,1,1,10000,0.0278586781141817,0.04,2.42561639033541,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.91,1,1,10000,0.0270621125797026,0.04,2.75520130915862,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.92,1,1,10000,0.0264180256470863,0.04,2.77335659177697,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.93,1,1,10000,0.0255227881032127,0.04,3.12619101240848,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.94,1,1,10000,0.0240230230100543,0.04,3.4924061067952,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.95,1,1,10000,0.0225236343479089,0.04,3.64757361426197,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.96,1,1,10000,0.0216100729827247,0.04,3.93988318914631,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.97,1,1,10000,0.0163409688301267,0.04,4.77538204332299,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.98,1,1,10000,0.0138098888313411,0.04,5.83057459055481,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=0.99,1,1,10000,0.00833141165356205,0.04,6.54293801371776,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_45_invar_missing_genos=1,1,1,10000,NA,0.04,NA,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar,1,1,10000,0.061562416899556,0.04,-0.230998805343635,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_10000,1,1,10000,0.061562416899556,0.04,-0.230998805343635,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_1000,1,1,10000,0.00641315419223489,0.04,-0.307889397655872,1000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_100,1,1,10000,0.000521551696356452,0.04,0.259211782796817,100
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_1100,1,1,10000,0.00637452073324552,0.04,-0.0986797158209975,1100
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_1200,1,1,10000,0.00735967393747438,0.04,-0.165662538067273,1200
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_1300,1,1,10000,0.00795849255180956,0.04,-0.259977793075927,1300
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_1400,1,1,10000,0.00834482714170323,0.04,-0.245077184371056,1400
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_1500,1,1,10000,0.0094265639934055,0.04,-0.343404169017347,1500
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_1600,1,1,10000,0.010006065878246,0.04,-0.30235938262419,1600
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_1700,1,1,10000,0.0106435179515706,0.04,-0.189684308321357,1700
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_1800,1,1,10000,0.0107594183285387,0.04,-0.278864391908132,1800
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_1900,1,1,10000,0.0115707209673154,0.04,-0.248017574984537,1900
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_2000,1,1,10000,0.0124399737945761,0.04,-0.338808775811926,2000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_200,1,1,10000,0.00133285433513316,0.04,-0.364820119149945,200
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_2100,1,1,10000,0.0130774258679007,0.04,-0.129283244787128,2100
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_2200,1,1,10000,0.013792144859204,0.04,-0.208475741647282,2200
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_2300,1,1,10000,0.0137728281297093,0.04,-0.32655017572969,2300
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_2400,1,1,10000,0.0154147501367574,0.04,-0.226562942853816,2400
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_2500,1,1,10000,0.0155306505137255,0.04,-0.281406070211379,2500
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_2600,1,1,10000,0.0167282877423958,0.04,-0.209209133130207,2600
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_2700,1,1,10000,0.0166317040949224,0.04,-0.273588980630101,2700
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_2800,1,1,10000,0.0172305227092576,0.04,-0.250198368312766,2800
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_2900,1,1,10000,0.0173850565452151,0.04,-0.203989899136854,2900
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_3000,1,1,10000,0.0182929428314652,0.04,-0.190255575219294,3000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_300,1,1,10000,0.00200893986744707,0.04,-0.0832948997358759,300
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_3100,1,1,10000,0.0188338112573163,0.04,-0.224987888586643,3100
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_3200,1,1,10000,0.0202632492399229,0.04,-0.209529309035314,3200
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_3300,1,1,10000,0.019954181568008,0.04,-0.212488822145189,3300
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_3400,1,1,10000,0.0209586515017315,0.04,-0.217800837798425,3400
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_3500,1,1,10000,0.0211904522556677,0.04,-0.168216464836599,3500
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_3600,1,1,10000,0.0218665377879816,0.04,-0.267458349777587,3600
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_3700,1,1,10000,0.0220210716239391,0.04,-0.161563605332404,3700
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_3800,1,1,10000,0.0235277765245244,0.04,-0.196236726924927,3800
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_3900,1,1,10000,0.0233346092295776,0.04,-0.201240972140593,3900
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_4000,1,1,10000,0.0239720613029021,0.04,-0.195328409371366,4000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_400,1,1,10000,0.00251117483430884,0.04,-0.306195940904751,400
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_4100,1,1,10000,0.0258651007933811,0.04,-0.191486659749139,4100
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_4200,1,1,10000,0.0254208160150034,0.04,-0.203685813749634,4200
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_4300,1,1,10000,0.0258264673343917,0.04,-0.24134672161718,4300
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_4400,1,1,10000,0.0266377699731684,0.04,-0.256743067223308,4400
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_4500,1,1,10000,0.0271593216695249,0.04,-0.196503523004661,4500
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_4600,1,1,10000,0.0279319908493122,0.04,-0.232444903941065,4600
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_4700,1,1,10000,0.0296125463153497,0.04,-0.234330233346657,4700
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_46_invar.missing_4800,1,1,10000,0.0288978273240464,0.04,-0.260507258964282,4800
